dataset,metric,k,vote,retention,num_folds,n_train_mean,n_test_mean,fit_time_s_mean,fit_time_s_std,predict_time_s_mean,predict_time_s_std,total_time_s_mean,total_time_s_std,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,f1_macro_mean,f1_macro_std,precision_weighted_mean,precision_weighted_std,recall_weighted_mean,recall_weighted_std,f1_weighted_mean,f1_weighted_std,confusion_matrix_json
pen-based,euclidean,3,modified_plurality,RetentionPolicy.DD_RETENTION,10,9892.8,1099.2,0.0017070200003217906,0.00017371884642317784,0.19490427999990062,0.0026359217555483013,0.1966113000002224,0.00262691750887484,0.9937239520518475,0.0017430472879129495,0.9938143711220964,0.0016891203339016601,0.9937224720199831,0.0016714294167737998,0.9937357029982443,0.0016864269517928973,0.9937900125930298,0.0017346608434247667,0.9937239520518475,0.0017430472879129495,0.9937240766976687,0.001746404624374726,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1127, 11, 4, 1, 0, 0, 0, 0, 0], [0, 1, 1142, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1141, 2, 0, 0, 0, 1], [0, 0, 0, 5, 0, 1047, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 3, 2, 0, 0, 0, 0, 1134, 1, 2], [1, 0, 0, 0, 0, 1, 0, 3, 1050, 0], [0, 1, 0, 0, 3, 3, 0, 3, 1, 1044]]}"
pen-based,euclidean,5,modified_plurality,RetentionPolicy.DD_RETENTION,10,9892.8,1099.2,0.001756139998906292,0.0001605437864587594,0.19404455999610945,0.0022952888490265382,0.19580069999501576,0.0022389283578058265,0.992450061886528,0.0016252970353344495,0.9925666117981432,0.0015984770167351199,0.9924768292008762,0.0016147119470008308,0.9924884022945264,0.0016066261697495173,0.9925226988846172,0.0016216700013657421,0.992450061886528,0.0016252970353344495,0.992452819440594,0.0016234310802164876,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1121, 12, 7, 1, 0, 0, 2, 0, 0], [0, 3, 1140, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1137, 5, 0, 1, 0, 1], [0, 0, 0, 4, 0, 1049, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 4, 2, 1, 0, 0, 0, 1135, 0, 0], [1, 0, 0, 0, 0, 1, 0, 3, 1050, 0], [0, 3, 0, 2, 3, 3, 0, 4, 1, 1039]]}"
pen-based,euclidean,7,modified_plurality,RetentionPolicy.DD_RETENTION,10,9892.8,1099.2,0.0017072399990865962,0.00015630553956649899,0.19603088999865576,0.0031396790186700115,0.19773812999774237,0.0031286471076407375,0.9921770035842272,0.0016322307259249095,0.9922988710132099,0.0016605968551563018,0.9921947088055484,0.001644025942667814,0.9922113724696947,0.0016440442670961656,0.9922525147270541,0.0016417995918997996,0.9921770035842272,0.0016322307259249095,0.9921791017305639,0.0016287197898942805,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1119, 13, 7, 2, 0, 0, 2, 0, 0], [0, 1, 1142, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1136, 5, 0, 2, 0, 1], [0, 0, 0, 5, 0, 1049, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 4, 2, 0, 0, 0, 0, 1136, 0, 0], [1, 0, 0, 0, 0, 1, 0, 6, 1047, 0], [0, 2, 0, 1, 4, 5, 0, 3, 1, 1039]]}"
pen-based,cosine,3,modified_plurality,RetentionPolicy.DD_RETENTION,10,9892.8,1099.2,0.0016772600007243454,0.0001077225509730424,0.22492172000056598,0.0023079671573994287,0.22659898000129033,0.0023114826155932583,0.9936317198903779,0.0018183609098319088,0.9936981998306829,0.001798356554672947,0.9936444330679036,0.0017791641071007614,0.9936421430015591,0.0017954144766340202,0.9936903372187395,0.0018058346240095201,0.9936317198903779,0.0018183609098319088,0.9936319082037551,0.0018190354744147565,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1127, 11, 4, 1, 0, 0, 0, 0, 0], [0, 2, 1141, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1140, 2, 0, 0, 0, 2], [0, 0, 0, 5, 0, 1047, 0, 0, 1, 2], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 2, 3, 0, 0, 0, 0, 1133, 2, 2], [1, 0, 0, 0, 0, 1, 0, 2, 1051, 0], [0, 2, 0, 0, 1, 3, 0, 3, 1, 1045]]}"
pen-based,cosine,5,modified_plurality,RetentionPolicy.DD_RETENTION,10,9892.8,1099.2,0.0016981499997200445,0.000169162530805915,0.22322545999777504,0.002666092679270122,0.22492360999749508,0.0025950126905652867,0.993087007118629,0.0020785638013932346,0.993187444887995,0.0020393576818572576,0.9931304841266415,0.002032165072164796,0.9931307294809584,0.002036483486576156,0.9931491176816106,0.0020714710153941374,0.993087007118629,0.0020785638013932346,0.9930896763472539,0.0020756630576763686,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1123, 12, 6, 1, 0, 0, 1, 0, 0], [0, 3, 1140, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1137, 5, 0, 1, 0, 1], [0, 0, 0, 4, 0, 1049, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 3, 3, 1, 0, 0, 0, 1134, 1, 0], [1, 0, 0, 0, 0, 1, 0, 4, 1049, 0], [0, 3, 0, 0, 0, 2, 0, 3, 1, 1046]]}"
pen-based,cosine,7,modified_plurality,RetentionPolicy.DD_RETENTION,10,9892.8,1099.2,0.001693319997866638,0.00010425037767993759,0.2247628800017992,0.0024595965235587893,0.22645619999966585,0.002441832817793719,0.9928130384441471,0.00124948644306351,0.9929140525603841,0.0012558744641534636,0.9928607059075087,0.0012274857401037664,0.9928532629097486,0.0012376118212739612,0.9928865328984134,0.001250175713034488,0.9928130384441471,0.00124948644306351,0.992815376555398,0.001246015118964614,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1135, 1, 0, 0, 4, 0, 1, 0, 0, 2], [0, 1122, 12, 6, 1, 0, 0, 2, 0, 0], [0, 3, 1140, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1135, 6, 0, 2, 0, 1], [0, 0, 0, 5, 0, 1048, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 3, 2, 1, 0, 0, 0, 1136, 0, 0], [1, 1, 0, 0, 0, 1, 0, 3, 1049, 0], [0, 1, 0, 0, 0, 4, 0, 3, 1, 1046]]}"
pen-based,heom,3,modified_plurality,RetentionPolicy.DD_RETENTION,10,9892.8,1099.2,0.0018902399984654038,0.00025201037261563946,0.3140280300052837,0.00444097982054173,0.31591827000374906,0.004419415097109304,0.9937239520518475,0.0017430472879129495,0.9938143711220964,0.0016891203339016601,0.9937224720199831,0.0016714294167737998,0.9937357029982443,0.0016864269517928973,0.9937900125930298,0.0017346608434247667,0.9937239520518475,0.0017430472879129495,0.9937240766976687,0.001746404624374726,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1127, 11, 4, 1, 0, 0, 0, 0, 0], [0, 1, 1142, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1141, 2, 0, 0, 0, 1], [0, 0, 0, 5, 0, 1047, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 3, 2, 0, 0, 0, 0, 1134, 1, 2], [1, 0, 0, 0, 0, 1, 0, 3, 1050, 0], [0, 1, 0, 0, 3, 3, 0, 3, 1, 1044]]}"
pen-based,heom,5,modified_plurality,RetentionPolicy.DD_RETENTION,10,9892.8,1099.2,0.0017067699984181673,0.00010014870823524106,0.3149918000039179,0.0026484996925692913,0.31669857000233603,0.002587210513558235,0.992450061886528,0.0016252970353344495,0.9925666117981432,0.0015984770167351199,0.9924768292008762,0.0016147119470008308,0.9924884022945264,0.0016066261697495173,0.9925226988846172,0.0016216700013657421,0.992450061886528,0.0016252970353344495,0.992452819440594,0.0016234310802164876,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1121, 12, 7, 1, 0, 0, 2, 0, 0], [0, 3, 1140, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1137, 5, 0, 1, 0, 1], [0, 0, 0, 4, 0, 1049, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 4, 2, 1, 0, 0, 0, 1135, 0, 0], [1, 0, 0, 0, 0, 1, 0, 3, 1050, 0], [0, 3, 0, 2, 3, 3, 0, 4, 1, 1039]]}"
pen-based,heom,7,modified_plurality,RetentionPolicy.DD_RETENTION,10,9892.8,1099.2,0.0017371500056469814,0.00011387443914714753,0.31632413000043014,0.005238974206747464,0.31806128000607714,0.00521926684937327,0.9921770035842272,0.0016322307259249095,0.9922988710132099,0.0016605968551563018,0.9921947088055484,0.001644025942667814,0.9922113724696947,0.0016440442670961656,0.9922525147270541,0.0016417995918997996,0.9921770035842272,0.0016322307259249095,0.9921791017305639,0.0016287197898942805,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1119, 13, 7, 2, 0, 0, 2, 0, 0], [0, 1, 1142, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1136, 5, 0, 2, 0, 1], [0, 0, 0, 5, 0, 1049, 0, 0, 1, 0], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 4, 2, 0, 0, 0, 0, 1136, 0, 0], [1, 0, 0, 0, 0, 1, 0, 6, 1047, 0], [0, 2, 0, 1, 4, 5, 0, 3, 1, 1039]]}"
pen-based,euclidean,3,borda,RetentionPolicy.ALWAYS_RETAIN,10,9892.8,1099.2,0.0017648000037297606,0.00014110296478617951,0.20032574000651948,0.0034203567657395844,0.20209054001024923,0.0034919865017436305,0.9937228769925621,0.0014921147919164158,0.9938013842558945,0.00145444400059964,0.9937200647882539,0.0014693660920756097,0.9937337093118852,0.0014662284985557496,0.9937713177668652,0.0014878116062218023,0.9937228769925621,0.0014921147919164158,0.9937200885548089,0.0014947549387294469,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1139, 0, 0, 0, 3, 0, 1, 0, 0, 0], [0, 1128, 9, 3, 1, 0, 0, 1, 0, 1], [0, 4, 1137, 2, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1142, 1, 0, 0, 0, 1], [0, 0, 0, 5, 0, 1046, 1, 1, 2, 0], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 4, 1, 0, 0, 0, 0, 1134, 1, 2], [1, 0, 0, 0, 0, 1, 0, 3, 1050, 0], [0, 1, 0, 1, 3, 2, 0, 2, 1, 1045]]}"
pen-based,euclidean,5,borda,RetentionPolicy.ALWAYS_RETAIN,10,9892.8,1099.2,0.0017126300022937357,0.00014551339779517928,0.20091829999582841,0.004057846594913684,0.20263092999812216,0.0041128158636452965,0.9940874229733632,0.0016869340510767676,0.9941605458459112,0.0016255532751999282,0.9940775623056322,0.0016388559883636167,0.9940910331665158,0.0016410876317617918,0.9941413155130174,0.0016693514964125045,0.9940874229733632,0.0016869340510767676,0.9940862517501948,0.001687937134539095,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1129, 10, 3, 1, 0, 0, 0, 0, 0], [0, 1, 1142, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1142, 1, 0, 0, 0, 1], [0, 0, 0, 5, 0, 1047, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1054, 1, 0, 0], [0, 4, 1, 0, 0, 0, 0, 1134, 1, 2], [1, 0, 0, 0, 0, 1, 0, 1, 1052, 0], [0, 1, 0, 1, 2, 3, 0, 3, 1, 1044]]}"
pen-based,euclidean,7,borda,RetentionPolicy.ALWAYS_RETAIN,10,9892.8,1099.2,0.0017300600040471182,0.00011094271985445631,0.20100501999550033,0.0035674626052468227,0.20273507999954746,0.003591798887478988,0.9938148600888578,0.0016129873640958006,0.9939119962858618,0.0015970471598482866,0.9938020454408198,0.0015693794510089321,0.9938309615082117,0.001586514974392867,0.993870260174192,0.0016028937127075843,0.9938148600888578,0.0016129873640958006,0.9938164442364791,0.0016119932856915667,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1129, 9, 4, 1, 0, 0, 0, 0, 0], [0, 2, 1141, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1141, 1, 0, 1, 0, 1], [0, 0, 0, 4, 0, 1048, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1054, 1, 0, 0], [0, 5, 1, 0, 0, 0, 0, 1135, 1, 0], [1, 0, 0, 0, 0, 1, 0, 2, 1051, 0], [0, 1, 0, 1, 3, 3, 0, 4, 1, 1042]]}"
pen-based,cosine,3,borda,RetentionPolicy.ALWAYS_RETAIN,10,9892.8,1099.2,0.00178427999780979,0.00012655065018372285,0.22997049000114203,0.0024399348506411182,0.2317547699989518,0.0024851925979079642,0.9939047787970214,0.0019116101101731631,0.993981781549272,0.0018877031187974863,0.993923527029222,0.0019007164816786369,0.9939274316903252,0.0018980034487998134,0.9939523437440576,0.001906388133150987,0.9939047787970214,0.0019116101101731631,0.9939032887551047,0.0019131147060598695,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1139, 0, 0, 0, 3, 0, 1, 0, 0, 0], [0, 1128, 10, 3, 1, 0, 0, 1, 0, 0], [0, 4, 1137, 2, 0, 0, 0, 1, 0, 0], [0, 2, 2, 1047, 0, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1141, 1, 0, 0, 0, 2], [0, 0, 0, 4, 0, 1048, 1, 0, 2, 0], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 3, 2, 0, 0, 0, 0, 1133, 2, 2], [1, 0, 0, 0, 0, 1, 0, 3, 1050, 0], [0, 1, 0, 0, 2, 2, 0, 2, 1, 1047]]}"
pen-based,cosine,5,borda,RetentionPolicy.ALWAYS_RETAIN,10,9892.8,1099.2,0.001660579998861067,5.389293115243331e-05,0.2305792599974666,0.001014962338798102,0.23223983999632763,0.0010186385169733566,0.9944514742913853,0.0016460038748400475,0.9945249526351059,0.0015936727740582688,0.9944615579144743,0.0016001153658547474,0.9944662148829865,0.0016039747556920569,0.9945038278689797,0.001635269333553117,0.9944514742913853,0.0016460038748400475,0.994450427983075,0.001648759443236364,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1129, 10, 3, 1, 0, 0, 0, 0, 0], [0, 2, 1141, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1142, 1, 0, 0, 0, 1], [0, 0, 0, 4, 0, 1049, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 2, 3, 0, 0, 0, 0, 1134, 1, 2], [1, 0, 0, 0, 0, 1, 0, 1, 1052, 0], [0, 1, 0, 0, 1, 3, 0, 3, 1, 1046]]}"
pen-based,cosine,7,borda,RetentionPolicy.ALWAYS_RETAIN,10,9892.8,1099.2,0.001717170001938939,0.00014837548815478947,0.22981641999795102,0.0017516900473019653,0.23153358999988996,0.0016929526476703865,0.9941788292881059,0.0018692775709315294,0.9942536346010107,0.00182167342401605,0.9941859221474523,0.0018106449348047231,0.9941963029211317,0.0018211386983736457,0.9942304068221283,0.0018572452255333424,0.9941788292881059,0.0018692775709315294,0.9941810474717278,0.0018686169570391522,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1130, 8, 4, 1, 0, 0, 0, 0, 0], [0, 3, 1140, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1141, 1, 0, 1, 0, 1], [0, 0, 0, 4, 0, 1049, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 2, 3, 1, 0, 0, 0, 1134, 1, 1], [1, 0, 0, 0, 0, 1, 0, 3, 1050, 0], [0, 1, 0, 0, 0, 3, 0, 4, 1, 1046]]}"
pen-based,heom,3,borda,RetentionPolicy.ALWAYS_RETAIN,10,9892.8,1099.2,0.0017575199919519946,0.00015374406056981437,0.3229485000047134,0.00462644188363258,0.32470601999666543,0.004571373578149376,0.9937228769925621,0.0014921147919164158,0.9938013842558945,0.00145444400059964,0.9937200647882539,0.0014693660920756097,0.9937337093118852,0.0014662284985557496,0.9937713177668652,0.0014878116062218023,0.9937228769925621,0.0014921147919164158,0.9937200885548089,0.0014947549387294469,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1139, 0, 0, 0, 3, 0, 1, 0, 0, 0], [0, 1128, 9, 3, 1, 0, 0, 1, 0, 1], [0, 4, 1137, 2, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1142, 1, 0, 0, 0, 1], [0, 0, 0, 5, 0, 1046, 1, 1, 2, 0], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 4, 1, 0, 0, 0, 0, 1134, 1, 2], [1, 0, 0, 0, 0, 1, 0, 3, 1050, 0], [0, 1, 0, 1, 3, 2, 0, 2, 1, 1045]]}"
pen-based,heom,5,borda,RetentionPolicy.ALWAYS_RETAIN,10,9892.8,1099.2,0.0017086200008634479,8.22505249097853e-05,0.3250317599944538,0.0030340235404274626,0.3267403799953172,0.0029914995047818018,0.9940874229733632,0.0016869340510767676,0.9941605458459112,0.0016255532751999282,0.9940775623056322,0.0016388559883636167,0.9940910331665158,0.0016410876317617918,0.9941413155130174,0.0016693514964125045,0.9940874229733632,0.0016869340510767676,0.9940862517501948,0.001687937134539095,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1129, 10, 3, 1, 0, 0, 0, 0, 0], [0, 1, 1142, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1142, 1, 0, 0, 0, 1], [0, 0, 0, 5, 0, 1047, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1054, 1, 0, 0], [0, 4, 1, 0, 0, 0, 0, 1134, 1, 2], [1, 0, 0, 0, 0, 1, 0, 1, 1052, 0], [0, 1, 0, 1, 2, 3, 0, 3, 1, 1044]]}"
pen-based,heom,7,borda,RetentionPolicy.ALWAYS_RETAIN,10,9892.8,1099.2,0.001817180000944063,0.00014032503670974143,0.3266934100072831,0.0016613587097980542,0.32851059000822713,0.0016198439760515238,0.9938148600888578,0.0016129873640958006,0.9939119962858618,0.0015970471598482866,0.9938020454408198,0.0015693794510089321,0.9938309615082117,0.001586514974392867,0.993870260174192,0.0016028937127075843,0.9938148600888578,0.0016129873640958006,0.9938164442364791,0.0016119932856915667,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1129, 9, 4, 1, 0, 0, 0, 0, 0], [0, 2, 1141, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1141, 1, 0, 1, 0, 1], [0, 0, 0, 4, 0, 1048, 0, 1, 1, 1], [0, 0, 0, 0, 0, 1, 1054, 1, 0, 0], [0, 5, 1, 0, 0, 0, 0, 1135, 1, 0], [1, 0, 0, 0, 0, 1, 0, 2, 1051, 0], [0, 1, 0, 1, 3, 3, 0, 4, 1, 1042]]}"
pen-based,euclidean,3,borda,RetentionPolicy.NEVER_RETAIN,10,9892.8,1099.2,0.0016474199976073578,8.407662218374598e-05,0.16887576999724843,0.0020076245707193424,0.17052318999485577,0.0020387652822934327,0.9933588264266794,0.0016299244464526143,0.993449958746534,0.0015659442837000297,0.9933484113556068,0.001586420020568081,0.9933697458271498,0.0015825325663435812,0.9934135412376616,0.0016179991377502402,0.9933588264266794,0.0016299244464526143,0.9933567490885675,0.0016310039428479861,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1138, 0, 0, 0, 4, 0, 1, 0, 0, 0], [0, 1129, 9, 3, 1, 0, 0, 1, 0, 0], [0, 4, 1136, 3, 0, 0, 0, 1, 0, 0], [0, 2, 2, 1046, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1142, 1, 0, 0, 0, 1], [0, 0, 0, 5, 0, 1046, 1, 1, 2, 0], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 4, 1, 0, 0, 0, 0, 1134, 1, 2], [1, 0, 0, 0, 0, 1, 0, 3, 1050, 0], [0, 1, 0, 1, 4, 3, 0, 2, 1, 1043]]}"
pen-based,euclidean,5,borda,RetentionPolicy.NEVER_RETAIN,10,9892.8,1099.2,0.0015571099997032435,5.1938070663195886e-05,0.1688801500014961,0.0016123703191302822,0.17043726000119933,0.0016146344317580434,0.9942696544546145,0.0015748493560761856,0.9943495909963443,0.0015115506219716883,0.9942614013778321,0.001517549934574214,0.994277272779577,0.0015242043760680187,0.994323269513043,0.0015539542733831258,0.9942696544546145,0.0015748493560761856,0.9942680370886672,0.001575139631893527,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1130, 10, 2, 1, 0, 0, 0, 0, 0], [0, 1, 1142, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1142, 1, 0, 0, 0, 1], [0, 0, 0, 5, 0, 1048, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 4, 1, 0, 0, 0, 0, 1134, 1, 2], [1, 0, 0, 0, 0, 1, 0, 1, 1052, 0], [0, 1, 0, 1, 3, 3, 0, 3, 1, 1043]]}"
pen-based,euclidean,7,borda,RetentionPolicy.NEVER_RETAIN,10,9892.8,1099.2,0.0016793900023913011,0.0001134174726860551,0.1695258300023852,0.002742126814166318,0.1712052200047765,0.002747736027987365,0.9939056863092652,0.0012851714899072052,0.9940084007877502,0.0012693764006477706,0.9939054294134667,0.0012467840991963477,0.9939299254082268,0.001259185165782622,0.9939632967781253,0.0012791332241100946,0.9939056863092652,0.0012851714899072052,0.993907312522832,0.0012843544407393549,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1136, 1, 0, 0, 3, 0, 1, 0, 0, 2], [0, 1129, 10, 3, 1, 0, 0, 0, 0, 0], [0, 2, 1141, 0, 0, 0, 0, 1, 0, 0], [0, 1, 2, 1047, 1, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1140, 2, 0, 1, 0, 1], [0, 0, 0, 4, 0, 1049, 0, 1, 1, 0], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 4, 2, 0, 0, 0, 0, 1135, 1, 0], [1, 0, 0, 0, 0, 1, 0, 2, 1051, 0], [0, 1, 0, 1, 3, 3, 0, 4, 1, 1042]]}"
pen-based,cosine,3,borda,RetentionPolicy.NEVER_RETAIN,10,9892.8,1099.2,0.0016459100064821542,0.0001206441792691249,0.1948053300002357,0.0027193826738405257,0.19645124000671785,0.0027433151686012108,0.9935407282311386,0.0020931628047265597,0.9936232370460667,0.0020460491056893686,0.9935576122422546,0.002067664970276677,0.9935632647312482,0.002062752091055087,0.9935939233384781,0.002082581250202988,0.9935407282311386,0.0020931628047265597,0.9935400689642518,0.0020942387091160506,"{""labels"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""], ""matrix"": [[1138, 0, 0, 0, 4, 0, 1, 0, 0, 0], [0, 1128, 10, 3, 1, 0, 0, 1, 0, 0], [0, 4, 1136, 3, 0, 0, 0, 1, 0, 0], [0, 3, 2, 1046, 0, 1, 0, 1, 0, 2], [0, 0, 0, 0, 1141, 1, 0, 0, 0, 2], [0, 0, 0, 4, 0, 1048, 1, 0, 2, 0], [0, 0, 0, 0, 0, 1, 1055, 0, 0, 0], [0, 3, 2, 0, 0, 0, 0, 1133, 2, 2], [1, 0, 0, 0, 0, 1, 0, 3, 1050, 0], [0, 1, 0, 0, 2, 3, 0, 2, 1, 1046]]}"
