dataset,fold,metric,k,vote,retention,n_train,n_test,fit_time_s,predict_time_s,total_time_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,confusion_matrix_json
adult,0,cosine,3,modified_plurality,never_retain,43958,4884,0.005517500001587905,80.3198740999942,80.32539159999578,0.8151105651105651,0.7463795420025704,0.7330749383755082,0.7391962297853885,0.8106193308546096,0.8151105651105651,0.8125464756062233,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3308, 407], [496, 673]]}"
adult,0,cosine,5,modified_plurality,never_retain,43958,4884,0.005041199998231605,80.5044060999935,80.50944729999173,0.8208435708435708,0.7551487573128428,0.7368434444320358,0.7450466048363171,0.8153138635176032,0.8208435708435708,0.8175133999750585,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3336, 379], [496, 673]]}"
adult,0,cosine,7,modified_plurality,never_retain,43958,4884,0.005402399998274632,80.53224060000503,80.5376430000033,0.8263718263718264,0.763546565629007,0.7431154994375793,0.752203917799538,0.8207135112513151,0.8263718263718264,0.8228743875693906,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3354, 361], [487, 682]]}"
adult,1,cosine,3,modified_plurality,never_retain,43959,4883,0.005152899990207516,80.87405900000886,80.87921189999906,0.8222404259676428,0.7569304951658038,0.7399518796437987,0.7476315096271053,0.8171347636248281,0.8222404259676428,0.8192054869978583,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3335, 380], [488, 680]]}"
adult,1,cosine,5,modified_plurality,never_retain,43959,4883,0.005036100003053434,80.99353669999982,80.99857280000288,0.8244931394634446,0.7606586487085207,0.7402583934069581,0.7493184287718755,0.8187045065995565,0.8244931394634446,0.8209227624036729,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3350, 365], [492, 676]]}"
adult,1,cosine,7,modified_plurality,never_retain,43959,4883,0.005143399990629405,81.04260130001057,81.0477447000012,0.8310464878148679,0.7712717968833578,0.745445735540847,0.7566418578964483,0.8246353222259993,0.8310464878148679,0.8268302254528241,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3379, 336], [489, 679]]}"
adult,2,cosine,3,modified_plurality,never_retain,43957,4885,0.005122499991557561,80.79087789999903,80.79600039999059,0.807164790174002,0.7350230032251944,0.7280072701337843,0.7313552296663008,0.8044373124065612,0.807164790174002,0.8057041050004432,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3269, 446], [496, 674]]}"
adult,2,cosine,5,modified_plurality,never_retain,43957,4885,0.005226799999945797,80.48781579999195,80.4930425999919,0.820675537359263,0.7549292831799526,0.737475699117691,0.7453363498341068,0.8153569526947034,0.820675537359263,0.8174997793604608,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3333, 382], [494, 676]]}"
adult,2,cosine,7,modified_plurality,never_retain,43957,4885,0.005248900008155033,80.36161629999697,80.36686520000512,0.8284544524053225,0.767158399758226,0.744053904821065,0.7541953884952564,0.8223790914349908,0.8284544524053225,0.8245824714193227,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3366, 349], [489, 681]]}"
adult,3,cosine,3,modified_plurality,never_retain,43958,4884,0.005365899996832013,80.7243657999934,80.72973169999023,0.8200245700245701,0.7530665418201803,0.7434755481663889,0.7480041100871764,0.8168694796903319,0.8200245700245701,0.8182868109376088,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3308, 408], [471, 697]]}"
