config_id,feature_weighting_method,metric,k,vote,retention,fold_id,num_folds,n_train,n_test,fit_time_s,predict_time_s,total_time_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,confusion_matrix_json
c-k7-b-di-in,information_gain,cosine,7,borda,different_class_retention,0,1,43958,4884,0.07342975000210572,52.912315875000786,52.98574562500289,0.7882882882882883,0.7058506452204099,0.6626809445903425,0.6773325086767841,0.7718111226719556,0.7882882882882883,0.7759684775632679,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3357, 358], [676, 493]]}"
