config_id,kernel,c,gamma,degree,fold_id,num_folds,n_train,n_test,fit_time_s,predict_time_s,total_time_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,confusion_matrix_json
svm-rbf-c10-g0.1-d3,rbf,10,0.1,3,4,10,43957,4885,48.55328869819641,4.01670503616333,52.56999373435974,0.8407369498464687,0.7888984090009875,0.7507883280033811,0.7664546616522872,0.8334589096872651,0.8407369498464687,0.8351287044946032,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3431, 285], [493, 676]]}"
svm-rbf-c10-g0.1-d3,rbf,10,0.1,3,5,10,43958,4884,48.3145112991333,3.9911797046661377,52.30569100379944,0.8390663390663391,0.7869595001594482,0.7463025495082354,0.7627507979330252,0.8313339070895143,0.8390663390663391,0.8329500754809255,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3434, 282], [504, 664]]}"
svm-rbf-c10-g0.1-d3,rbf,10,0.1,3,6,10,43958,4884,49.36822819709778,3.9880034923553467,53.356231689453125,0.8296478296478297,0.7688405879305585,0.7455620579644403,0.7557832688056754,0.8236230498598481,0.8296478296478297,0.8257978525376652,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3369, 346], [486, 683]]}"
svm-rbf-c10-g0.1-d3,rbf,10,0.1,3,7,10,43958,4884,48.691580295562744,3.9937925338745117,52.685372829437256,0.8441850941850941,0.7950874370597738,0.7534822573985873,0.7703754982285722,0.836927179653525,0.8441850941850941,0.8382941874655596,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3446, 270], [491, 677]]}"
svm-rbf-c10-g0.1-d3,rbf,10,0.1,3,8,10,43958,4884,55.61960291862488,4.023595809936523,59.6431987285614,0.8419328419328419,0.7902196118488254,0.7534698158278897,0.7687118695969661,0.8349161214329753,0.8419328419328419,0.8366038046449326,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3430, 286], [486, 682]]}"
svm-rbf-c10-g0.1-d3,rbf,10,0.1,3,9,10,43957,4885,48.13092350959778,3.9676666259765625,52.09859013557434,0.840532241555783,0.7863433274965904,0.7572643820961452,0.7697868131691297,0.8343791290572471,0.840532241555783,0.8362739310583589,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3407, 308], [471, 699]]}"
svm-poly-c0.1-g0.01-d2,poly,0.1,0.01,2,0,10,43958,4884,11.614928483963013,0.8719601631164551,12.486888647079468,0.8306715806715806,0.815164722471478,0.6811609236823412,0.7120141550609754,0.8257663500164462,0.8306715806715806,0.8083783673750428,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3596, 119], [708, 461]]}"
svm-poly-c0.1-g0.01-d2,poly,0.1,0.01,2,1,10,43959,4883,11.855379104614258,0.8606271743774414,12.7160062789917,0.8292033585910301,0.8050752299671137,0.6837749359317097,0.713513958415992,0.8218706231360438,0.8292033585910301,0.8084739655851257,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3576, 139], [695, 473]]}"
svm-poly-c0.1-g0.01-d2,poly,0.1,0.01,2,2,10,43957,4885,11.724056243896484,0.907529354095459,12.631585597991943,0.8305015353121802,0.8093764613046528,0.685091049222947,0.7153523039349811,0.8240298582381925,0.8305015353121802,0.8096731259031084,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3582, 133], [695, 475]]}"
svm-poly-c0.1-g0.01-d2,poly,0.1,0.01,2,3,10,43958,4884,11.825339555740356,0.9026980400085449,12.728037595748901,0.833947583947584,0.8184849116477677,0.6883423404161199,0.719833832315952,0.8291737041111241,0.833947583947584,0.8131164242817518,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3595, 121], [690, 478]]}"
svm-poly-c0.1-g0.01-d2,poly,0.1,0.01,2,4,10,43957,4885,11.893398523330688,0.8784480094909668,12.771846532821655,0.831525076765609,0.809841145619431,0.6875667011356343,0.7179336606276825,0.8249599445872151,0.831525076765609,0.811261833822295,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3581, 135], [688, 481]]}"
svm-poly-c0.1-g0.01-d2,poly,0.1,0.01,2,5,10,43958,4884,11.739773511886597,0.8200299739837646,12.559803485870361,0.8325143325143325,0.815359800985397,0.6862263517996963,0.7172909490634136,0.8272116844820694,0.8325143325143325,0.8114504041734012,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3592, 124], [694, 474]]}"
svm-poly-c0.1-g0.01-d2,poly,0.1,0.01,2,6,10,43958,4884,12.001683235168457,0.9009404182434082,12.902623653411865,0.8288288288288288,0.8018495852033184,0.6855190215608007,0.7148270617540009,0.8207722172337728,0.8288288288288288,0.8088194513176382,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3568, 147], [689, 480]]}"
svm-poly-c0.1-g0.01-d2,poly,0.1,0.01,2,7,10,43958,4884,12.368574619293213,0.9139971733093262,13.282571792602539,0.8353808353808354,0.8199236251292403,0.6916324446672664,0.7233483483483483,0.8306610765253865,0.8353808353808354,0.8151948016812881,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3594, 122], [682, 486]]}"
svm-poly-c0.1-g0.01-d2,poly,0.1,0.01,2,8,10,43958,4884,11.869046211242676,0.9438354969024658,12.812881708145142,0.8319000819000819,0.8121350590241894,0.6867032786764381,0.7173749566081589,0.8258574781761714,0.8319000819000819,0.811234724779217,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3586, 130], [691, 477]]}"
svm-poly-c0.1-g0.01-d2,poly,0.1,0.01,2,9,10,43957,4885,11.948991060256958,0.8631031513214111,12.81209421157837,0.8307062436028659,0.8074083137709861,0.6872749652022869,0.7172998579674773,0.8236842488305892,0.8307062436028659,0.8105833910773882,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3576, 139], [688, 482]]}"
svm-poly-c1-g0.1-d2,poly,1,0.1,2,0,10,43958,4884,512.8895547389984,0.883730411529541,513.773285150528,0.8480753480753481,0.8116244769939573,0.7421394089344864,0.7669129737118405,0.8404634818955176,0.8480753480753481,0.8386129754916776,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3512, 203], [539, 630]]}"
svm-poly-c1-g0.1-d2,poly,1,0.1,2,1,10,43959,4883,524.1375608444214,0.7404310703277588,524.8779919147491,0.8425148474298587,0.801998115905719,0.7339057228193735,0.7579696227311749,0.833996911314086,0.8425148474298587,0.8325838594974768,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3500, 215], [554, 614]]}"
svm-poly-c1-g0.1-d2,poly,1,0.1,2,2,10,43957,4885,513.3271615505219,0.8654532432556152,514.1926147937775,0.8452405322415558,0.804903123177448,0.741037719570694,0.7642695961358459,0.8371755865751702,0.8452405322415558,0.8362469039909041,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3496, 219], [537, 633]]}"
svm-poly-c1-g0.1-d2,poly,1,0.1,2,3,10,43958,4884,502.92303824424744,0.7644612789154053,503.68749952316284,0.8466420966420967,0.8094947780106875,0.7392463357270301,0.7641011057168201,0.8387986070734833,0.8466420966420967,0.8368994597762194,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3512, 204], [545, 623]]}"
svm-poly-c1-g0.1-d2,poly,1,0.1,2,4,10,43957,4885,602.6743423938751,1.5093882083892822,604.1837306022644,0.8454452405322416,0.8038876626875571,0.7430360331159916,0.7655223006765518,0.8374154266313047,0.8454452405322416,0.8368980818169592,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3491, 225], [530, 639]]}"
svm-poly-c1-g0.1-d2,poly,1,0.1,2,5,10,43958,4884,814.2772014141083,1.5013337135314941,815.7785351276398,0.8431613431613432,0.8038235812066258,0.7337301119188404,0.7582962381979323,0.834759574250027,0.8431613431613432,0.8330150659266022,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3506, 210], [556, 612]]}"
svm-poly-c1-g0.1-d2,poly,1,0.1,2,6,10,43958,4884,567.8912036418915,0.8826189041137695,568.7738225460052,0.8417280917280917,0.7978946090896482,0.7373808813827833,0.7595702219611727,0.8331664317184336,0.8417280917280917,0.832836049080814,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3483, 232], [541, 628]]}"
