kernel,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,f1_macro_mean,f1_macro_std,precision_weighted_mean,precision_weighted_std,recall_weighted_mean,recall_weighted_std,f1_weighted_mean,f1_weighted_std,fit_time_s_mean,fit_time_s_std,predict_time_s_mean,predict_time_s_std,total_time_s_mean,total_time_s_std
poly,0.819581453012652,0.002224197540260236,0.8199217766403445,0.0067065512396595655,0.6466948382021095,0.004400164697042162,0.6735644486270961,0.0054272306392248795,0.819720379418958,0.003564983379710999,0.819581453012652,0.002224197540260236,0.7874050758051431,0.003167646830964511,66.77395641803741,19.12616825949643,4.079120087623596,0.7242884775495828,70.85307650566101,18.962891500012763
rbf,0.8154047583906193,0.0032883939974760034,0.8237126737975977,0.008668318165144455,0.6338026989813788,0.006129344497770694,0.6576523370261101,0.0080393765460079,0.8185355235456425,0.005110718369223966,0.8154047583906193,0.0032883939974760034,0.7788290692053641,0.004755668235684013,83.03336219787597,16.41492156798142,16.525119519233705,2.350299616623637,99.55848171710969,17.93375506777663
