kernel,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,f1_macro_mean,f1_macro_std,precision_weighted_mean,precision_weighted_std,recall_weighted_mean,recall_weighted_std,f1_weighted_mean,f1_weighted_std,fit_time_s_mean,fit_time_s_std,predict_time_s_mean,predict_time_s_std,total_time_s_mean,total_time_s_std
poly,0.9938141172616654,0.002901456540306143,0.9939109311758727,0.0027887236127282972,0.9938052490368163,0.0028484309943835936,0.9938150838761649,0.0028525682640242007,0.9938891389937279,0.0028410066701125727,0.9938141172616654,0.002901456540306143,0.9938077990593449,0.0029071779949322294,0.6871840000152588,0.055832431614868706,0.097690749168396,0.01996943147308058,0.7848747491836547,0.06019012224515036
rbf,0.9947237064456118,0.002901503409923171,0.9948044637412663,0.002885023991238352,0.9947092115029165,0.0028814044018577703,0.9947272197766223,0.002896078552681457,0.9947805931475738,0.0028691476176894337,0.9947237064456118,0.002901503409923171,0.994722043678028,0.0028994233446697324,0.7242945432662964,0.16186265859901094,0.30056989192962646,0.05741190586937572,1.0248644351959229,0.21374380994124914
