config_id,instance_reduction_method,metric,k,vote,retention,fold_id,num_folds,n_train,n_test,fit_time_s,predict_time_s,total_time_s,memory_before_ir,memory_after_ir,memory_after_training,percentage_memory_reduction,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,confusion_matrix_json
ir_k_ibl-enn,enn,cosine,7,borda,always_retain,0,10,43958,4884,950.0239504000056,44.16565540002193,994.1896058000275,36.55564880371094,27.684722900390625,31.709014892578125,24.26690865467496,0.7985257985257985,0.741048741048741,0.6333558608604748,0.6534535691746438,0.7798236717155635,0.7985257985257985,0.7703377134556691,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3530, 185], [799, 370]]}"
ir_k_ibl-enn,enn,cosine,7,borda,always_retain,1,10,43959,4883,889.1107607000158,40.12517090002075,929.2359316000366,36.556480407714844,27.674835205078125,31.69830322265625,24.29567918896904,0.8027851730493549,0.7495510590850242,0.6411725188517488,0.6628278191039347,0.7857559424674407,0.8027851730493549,0.7761372216783102,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3533, 182], [781, 387]]}"
ir_k_ibl-enn,enn,cosine,7,borda,always_retain,2,10,43957,4885,981.8062329000095,52.16230749996612,1033.9685403999756,36.55481719970703,27.635284423828125,31.660400390625,24.4004305291681,0.8020470829068578,0.7450138549472327,0.6447187999677906,0.6662517948399469,0.784381786912854,0.8020470829068578,0.7771629014286144,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3517, 198], [769, 401]]}"
ir_k_ibl-enn,enn,cosine,7,borda,always_retain,3,10,43958,4884,1159.0509482000489,51.95571379998,1211.0066620000289,36.55564880371094,27.729217529296875,31.753509521484375,24.145191135324755,0.8046683046683046,0.7486360289195341,0.6506088996859194,0.6728788294076943,0.7877297415722908,0.8046683046683046,0.781201275525125,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3515, 201], [753, 415]]}"
ir_k_ibl-enn,enn,cosine,7,borda,always_retain,4,10,43957,4885,895.9259209000156,39.88694449997274,935.8128653999884,36.55481719970703,27.78607177734375,31.811187744140625,23.987933996380534,0.804503582395087,0.7535708842513851,0.6440073489803416,0.6662604234263088,0.7882475969410425,0.804503582395087,0.7782532115603666,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3537, 179], [776, 393]]}"
ir_k_ibl-enn,enn,cosine,7,borda,always_retain,5,10,43958,4884,961.9429655999993,40.51318800001172,1002.456153600011,36.55564880371094,27.714385986328125,31.738677978515625,24.18576364177482,0.8032350532350533,0.7500798517368816,0.6423288039872008,0.6641487192099439,0.7863129853423768,0.8032350532350533,0.7769046781968921,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3533, 183], [778, 390]]}"
ir_k_ibl-enn,enn,cosine,7,borda,always_retain,6,10,43958,4884,880.4983166999882,40.450803700019605,920.9491204000078,36.55564880371094,27.72015380859375,31.74444580078125,24.169985444822018,0.8007780507780508,0.7422817922817924,0.6421645077466678,0.6632753989902085,0.7825771045468014,0.8007780507780508,0.7754451367190923,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3516, 199], [774, 395]]}"
ir_k_ibl-enn,enn,cosine,7,borda,always_retain,7,10,43958,4884,922.6236973000341,40.437776100006886,963.061473400041,36.55564880371094,27.6822509765625,31.70654296875,24.273670739083304,0.8052825552825553,0.7545153409929988,0.645729039178967,0.6682400562566004,0.7891949286631837,0.8052825552825553,0.7794806703114374,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3536, 180], [771, 397]]}"
ir_k_ibl-enn,enn,cosine,7,borda,always_retain,8,10,43958,4884,1106.3887700000196,40.67014469997957,1147.0589146999991,36.22027587890625,27.382667541503906,31.36969757080078,24.399616300407963,0.8063063063063063,0.7606922011998154,0.6431729875989796,0.6659220963275223,0.791406984448055,0.8063063063063063,0.7789034504102581,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3552, 164], [782, 386]]}"
ir_k_ibl-enn,enn,cosine,7,borda,always_retain,9,10,43957,4885,937.9904391999589,57.40918460005196,995.3996238000109,36.55481719970703,27.7811279296875,31.806243896484375,24.001458472865373,0.7975435005117707,0.7330153993611195,0.6411723090727128,0.6613351076689897,0.7779959574077936,0.7975435005117707,0.773229994623437,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3497, 218], [771, 399]]}"
